,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
26,27,5432,8635,,,,,,,,,,,134,7,,,10,2,,,,,,,,,,,,,,,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,67,,,,,,,,,5401,22,,,1108,18,,,,,152,7,23,54,,,132,81,,,,,,,,,,,,,,,14,3,,,104,17,201,3,,,,,,,,,,,,,,,264,8,,,,,,,,,133,58,85,57,,,,,,,,,,,,,16,42,,,,,,,,,,,,,,,,,38,8,,,,,,,5,7,,,12,3,,,,,,,,,,,,,,,102,43,12,7,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,23,3,,,180,4,,,,,,,,,,,33,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,40
27,28,2952,8198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,,,,,,,,,,,,,78,12,1000,29,,,,,,,,,4135,28,3,26,593,24,,,,,,,152,14,,,1029,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,,,,,,,500,21,24,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,21,,,53,12,,,,,,,,,,,,,,,,,,,,,,,,,77,37,,,,,103,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,2398,7578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,79,,,,,,,,,6287,18,2,30,108,61,,,,,,,25,47,,,432,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,55,,,,,,,,,,,,,,,,,,,,,,,37,51,,,,,,,,,,,178,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,23,,,,,,,,,,,,,,,,,,,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,39856,7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,,,,,,,,,,,58,4,,,,,,,95,16,,,,,20,34,757,37,,,,,,,,,1807,62,,,965,19,,,,,,,,,,,1184,12,,,,,,,,,,,,,,,,,,,127,11,,,,,,,,,,,121,21,,,,,,,,,,,,,,,754,7,,,,,,,,,,,,,,,23,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,380,16,,,,,,,,,,,903,15,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,29
30,31,6819,7408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,18,4372,4,,,,,,,,,1381,70,5,16,97,67,,,,,,,25,49,,,203,67,,,,,,,,,,,,,,,,,,,61,21,,,,,,,,,,,,,,,,,,,,,,,4,4,,,110,66,72,60,,,,,,,,,,,,,3,72,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,91,44,,,23,26,,,,,,,,,,,,,,,,,,,432,13,,,,,50,44,,,,,137,47,,,,,,,,,,,,,,,,,12,15,,,,,,,,,,,,,145,17,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,39
31,32,521,6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,311,65,,,,,,,,,6049,19,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,23
32,33,19967,6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6682,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,88
33,34,1111,6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,17,,,,,,,,,,,,,,,865,35,,,,,64,7,,,4212,27,,,415,29,,,,,,,,,,,273,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,2921,6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,44,,,,,,,,,,,,,,,506,50,,,,,,,,,3712,31,,,,,,,,,,,,,,,564,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,14,,,,,,,,,,,,,50,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,2386,6192,,,,,,,,,,,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,,,,,,53,21,,,,,13,39,286,70,,,,,,,,,2624,40,,,1732,8,,,,,,,71,29,,,327,51,,,,,,,,,,,,,,,,,,,28,34,,,,,,,,,,,27,30,,,,,,,,,,,,,,,215,38,,,,,,,,,,,,,,,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,68,10,,,,,,,,,,,,,,,,,,,66,38,,,,,92,34,,,,,14,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,27,,,,,,,,,,,,,20,11,,,,,,,,,,,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,416,13
36,37,1931,5898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,95,,,,,,,,,5458,21,,,53,84,10,15,,,,,,,,,137,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,30549,5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,33,,,,,29,26,1091,26,,,,,,,,,3423,33,,,,,,,,,,,,,,,217,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,62,253,30,,,,,,,,,,,,,9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,41,,,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,18011,5509,,,,,,,,,,,34,13,,,,,,,,,,,,,,,,,4,5,,,,,,,40,3,,,,,,,,,14,25,,,,,,,45,24,,,,,,,182,101,,,,,,,,,2445,44,4,23,642,23,4,19,,,,,10,83,,,135,80,,,,,,,,,,,,,,,,,,,20,38,77,5,,,,,,,,,20,36,,,,,19,15,,,,,,,,,45,101,763,16,,,,,,,,,,,,,35,21,,,,,,,,,3,4,,,,,,,,,,,,,,,6,5,,,,,21,7,,,,,,,,,,,,,43,64,5,14,7,38,,,,,,,,,,,,,,,,,,,48,44,,,,,187,25,,,,,506,25,,,,,,,,,,,,,6,8,7,4,9,18,,,,,,,,,,,,,11,74,,,,,13,4,,,,,,,,,,,,,30,23,,,,,14,27,,,6,2,,,,,49,9,,,,,,,,,,,,,,,,,,,,,,,,
39,40,1258,5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,38,,,,,,,1091,25,,,,,,,,,4325,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,28,5288,,,,,,,,,,,197,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,98,,,,,,,,,2373,47,,,191,46,,,,,,,25,46,,,216,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,143,55,1810,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,62,,,,,,,,,,,,,,,,,,,33,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,4192,5279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,,51,22,,,,,33,23,1135,24,,,,,,,,,3,1001,,,223,43,,,,,,,56,32,,,233,60,,,,,,,,,,,,,2,7,,,,,6,48,,,,,,,,,,,51,24,,,,,,,,,,,,,,,527,19,791,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,33,,,,,,,,,,,,,,,,,,,,,,,127,28,,,,,,,,,,,1778,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,26,,,,,,,,,,,,,,,,,,,,,,,,,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,2281,5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,27,,,,,,,,,,,,,,,,,,,,,,,,,3297,35,,,1128,17,,,,,,,,,,,462,38,,,,,,,,,,,,,,,,,,,35,32,,,,,,,,,,,,,,,,,,,,,,,,,,,228,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,2785,5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3,,,,,,,,,,,,,20,33,240,82,,,,,,,,,657,113,1,41,2160,5,,,6,6,,,6,101,,,692,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,15,25,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,12,,,,,,,,,,,,,,,,,,,3,1,,,46,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,26,70
44,45,5894,5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,38,,,,,,,,,,,,,,,335,62,,,,,,,,,2209,55,,,313,37,,,,,,,42,35,,,393,44,,,,,,,,,,,,,,,,,,,46,26,,,,,,,,,,,,,,,,,,,,,,,,,,,213,39,291,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,14,,,,,532,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,44,,,,,,,,,,,,,,,,,,,20,29,,,,,34,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,44
45,46,1917,4986,,,,,,,,,,,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,34,,,,,,,25,30,,,,,83,11,378,58,,,,,,,,,2551,41,1,37,283,38,,,7,5,54,13,15,65,,,290,53,,,,,,,,,,,,,,,,,,,62,20,,,,,,,,,,,,,,,,,,,,,,,,,,,285,31,,,,,,,,,,,,,,,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,10,,,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,54,,,,,,,,,,,,,,,,,7,20,,,,,,,,,,,,,32,41,,,,,,,,,,,,,,,,,,,,,,,,,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,60
46,47,13713,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,,,,,,,36,21,751,38,,,,,,,,,1487,67,,,349,32,,,4,12,,,40,37,,,979,20,,,,,,,,,,,,,,,,,,,36,30,,,,,,,,,,,9,44,,,,,,,,,,,9,2,,,151,51,222,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,31,,,,,446,12,,,,,104,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,54,,,,,,,,,,,,,,,,,,,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,25
47,48,2407,4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,418,,,,,,,,,4831,23,,,20,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,483,4411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,,,,,,,,,,,,,15,37,211,88,,,,,,,,,3025,39,,,58,80,,,,,,,15,63,,,233,59,,,,,,,,,,,,,,,,,,,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,103,70,334,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,58,,,4,41,,,,,,,,,,,,,,,,,,,12,87,,,,,37,48,,,,,130,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,35,,,,,,,,,,,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,42
49,50,2399,4386,,,,,,,,,,,26,15,,,,,,,10,4,,,,,,,,,,,4,21,,,,,,,,,3,7,,,,,28,13,,,,,,,29,28,,,,,,,179,103,,,,,,,,,2307,51,9,9,420,28,,,,,9,19,11,78,,,100,97,,,,,,,,,,,,,,,,,,,23,37,,,,,,,,,,,24,32,,,,,,,,,,,,,,,125,60,139,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,51,,,,,,,,,4,3,,,,,,,,,,,,,51,43,,,,,132,30,,,11,12,444,29,,,,,,,,,,,,,,,2,6,19,13,,,,,,,,,,,,,22,51,,,,,,,,,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,30
50,51,36218,4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,51,23,,,,,6,54,1152,23,,,,,,,,,1894,59,,,49,88,,,,,,,28,45,,,209,66,,,,,,,,,,,,,,,,,,,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,66,87,569,18,,,,,,,,,,,,,16,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,49,,,19,30,,,,,,,,,,,,,,,,,,,28,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,36
51,52,9209,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,,,,,,,,,,,,,36,20,401,54,,,,,,,,,2350,48,,,32,100,,,,,13,18,71,30,,,,,,,,,,,,,,,,,,,,,,,13,44,,,,,,,,,,,23,35,,,,,,,,,,,,,,,270,34,172,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,203,28,1,17,55,11,,,,,,,,,,,,,,,,,,,121,29,,,,,,,,,,,215,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,32,,,,,,,,,,,,,16,13,,,,,,,,,,,,,,,,,,,,,7,18,,,,,,,,,,,,,,,,,,,,,,,,
52,53,17530,4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,235,,,,,,,,,1144,79,,,,,,,,,,,,,,,35,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,42,,,,,,,,,,,,,2323,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,19
53,54,29316,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,46,,,,,,,,,,,,,,,37,291,,,,,,,,,3792,30,,,,,,,,,,,,,,,71,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,3955,3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,,,,,,,6,51,,,,,,,136,117,,,,,,,,,1384,68,,,250,41,,,,,,,,,,,511,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,23,,,,,,,,,,,,,,,684,12,,,,,,,,,,,,,,,137,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,54,,,,,,,,,,,97,63,,,,,,,,,,,,,,,,,89,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,17
55,56,11733,3721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,131,,,,,,,7,1,801,98,,,,,,,,,,,,,,,199,68,,,,,,,,,,,,,,,,,,,,,,,,,252,3,,,,,15,39,,,,,,,,,,,,,,,2197,3,27,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,59,4,,,,,27,8,,,,,1,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,68448,3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,41,,,,,,,,,,,,,6,56,356,59,,,,,,,,,2218,54,,,,,,,,,,,,,,,698,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,48,36,79,,,,,,,,,,,,,23,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,70,,,,,,,,,1,7,,,,,,,,,,,,,46,46,,,,,15,63,,,,,50,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58,1269,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,17,,,,,,,,,1315,73,,,,,,,,,,,370,6,,,73,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,11634,3482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394,34,,,,,,,,,,,,,,,37,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,57
59,60,1293,3454,,,,,,,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,,,,,,,6,50,,,,,,,176,104,,,,,,,,,2486,43,,,144,52,,,,,,,45,34,,,193,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,32,,,,,,,,,,,,,,,,,,,,,,,35,52,,,,,32,50,,,,,67,76,,,,,,,,,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
