,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
23,24,50381,14964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,1040,30,,,,,,,,,,,11354,9,,,542,34,,,,,36,18,136,17,,,,,262,61,,,,,,,,,,,,,,,,,,,,,,,133,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,14,89,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,178900,11686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,43,,,,,,,67,24,,,,,,,750,40,,,,,,,,,,,9275,14,,,,,,,,,,,,,,,,,362,50,,,,,,,,,,,,,,,,,,,,,,,240,9,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,127,65,107,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,63,,,,,,,,,,,,,,,,,,,,,,,,,99,34,,,,,,,,,,,,,544,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,1258,11282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,30,,,,,,,1334,24,,,,,,,,,,,9846,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,2952,11046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,,,,,,,,,,,,,95,10,1066,29,,,,,,,,,,,6130,23,2,38,887,27,,,4,13,,,172,12,,,,,1285,16,,,,,,,,,,,,,,,,,,,,,,,12,50,,,,,,,,,,,,,,,,,,,8,20,,,,,,,8,8,503,24,31,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,25,,,72,15,,,,,,,,,,,,,,,,,,,,,,,,,,,162,34,,,,,,,98,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,2392,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,35,,,,,,,125,17,,,,,,,901,34,,,,,,,28,13,,,5836,26,,,301,43,,,,,196,9,35,38,,,,,685,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,24,,,,,,,,,,,,,,,,,417,28,1061,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,21,,,82,12,,,,,,,,,,,,,,,,,,,,,353,19,,,,,137,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,27,14,,,,,107,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,41
28,29,18011,10488,7,7,,,,,,,,,57,19,,,,,,,,,,,,,,,,,,,,,15,4,,,,,,,53,5,,,,,,,,,22,26,,,,,,,77,22,,,,,,,304,81,,,,,,,,,,,5097,29,6,17,798,29,26,14,6,10,,,14,69,,,,,193,75,,,,,,,,,,,,,,,,,,,,,,,63,28,96,4,,,15,16,,,,,29,33,,,,,,,35,14,,,,,,,,,125,66,1826,13,,,,,,,,,10,4,,,40,22,,,,,,,,,12,3,,,14,4,,,,,,,16,2,,,,,,,53,2,,,,,27,9,,,,,,,,,,,,,60,65,11,11,12,36,,,,,,,,,,,,,,,,,,,,,97,36,,,,,307,17,,,,,,,510,24,,,,,,,,,,,,,,,,,11,8,14,4,17,15,,,,,,,,,,,,,27,53,,,,,21,6,,,,,,,,,,,,,,,40,23,,,,,28,28,,,17,2,,,,,103,11,,,,,,,,,,,12,8,,,,,,,,,,,165,36
29,30,2386,9757,,,,,,,,,,,134,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,28,,,,,,,59,25,,,,,22,31,263,89,,,,,,,,,,,3599,40,1,44,3230,8,,,,,,,63,30,,,,,575,34,,,,,,,,,,,,,,,,,,,,,,,38,37,,,,,,,,,,,39,28,,,,,,,,,,,,,,,,,313,36,,,,,,,,,,,,,,,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,86,10,,,,,,,,,,,,,,,,,,,,,98,35,,,,,195,29,,,,,,,6,129,,,,,,,,,,,,,,,,,,,,,8,24,,,,,,,,,,,,,133,19,,,,,,,,,,,,,16,15,,,,,,,,,,,,,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,787,14
30,31,4192,9213,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,,,,,,,53,26,,,,,58,19,1098,28,,,,,,,16,17,,,4614,30,,,268,47,,,,,,,32,42,,,,,344,52,,,,,,,,,,,,,,,4,7,,,,,,,38,39,,,,,,,,,,,41,26,,,,,,,,,,,,,,,,,302,38,401,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,30,,,,,,,,,,,,,,,,,,,,,,,,,118,32,,,,,,,,,,,,,1412,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,34,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,,81,55
31,32,822,9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,21,17,,,,,,,,,,,,,,,30,21,,,,,,,115,18,,,6,7,20,34,1212,26,,,,,,,24,14,,,3068,49,3,30,488,37,,,,,,,157,14,,,,,755,24,,,,,,,,,,,,,,,,,,,,,,,46,32,,,,,,,,,,,96,20,,,,,,,,,,,,,,,,,489,26,312,34,,,,,,,,,,,,,69,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,19,13,8,49,20,,,,,,,,,,,,,,,,,,,,,256,23,,,,,246,24,,,,,,,615,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,,,,,,,,,,,,,,,,,,,,,,,400,21
32,33,2719,8853,,,,,,,,,,,115,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,,,,,,,4,73,,,,,29,27,656,48,,,,,,,,,,,5817,27,1,45,392,39,14,19,,,,,46,34,,,,,618,30,,,,,,,,,,,,,,,,,,,,,,,101,20,,,,,,,,,,,27,35,,,,,,,,,,,,,,,,,255,41,,,,,,,,,,,,,,,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,57,,,,,,,,,,,,,,,,,,,,,,,,,65,44,,,,,,,,,,,,,247,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,38,,,,,,,,,,,,,,,,,,,,,,,,,,,11,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,25
33,34,6819,8160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,18,4462,4,,,,,,,,,,,1606,74,12,8,110,76,,,,,,,28,46,,,,,239,63,,,,,,,,,,,,,,,,,,,,,,,36,40,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,335,33,147,51,,,,,,,,,,,,,16,43,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,78,58,,,23,27,,,,,,,,,,,,,,,,,,,,,522,13,,,,,39,52,,,,,,,194,48,,,,,,,,,,,,,,,,,,,,,21,14,,,,,,,,,,,,,67,30,,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,57
34,35,2785,7504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,2,,,,,,,,,,,,,19,37,315,79,,,,,,,,,,,802,123,8,13,4165,5,,,17,3,,,16,63,,,,,676,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,53,,,,,,,,,,,,,,,,,583,20,41,84,,,,,,,,,,,,,,,,,,,,,7,6,,,,,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,12,,,,,,,,,,,,,,,,,,,,,12,1,,,55,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,39,84
35,36,39856,7427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,9,,,,,,,,,,,,,,,34,19,,,,,,,72,23,,,,,15,41,697,46,,,,,,,,,,,1758,67,,,1669,18,,,,,,,24,50,,,,,439,45,,,,,,,,,,,,,,,,,,,,,,,140,14,,,,,,,,,,,46,25,,,,,,,,,,,,,,,,,1085,9,,,,,,,,,,,,,,,14,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,30,,,,,,,,,,,,,,,,,,,,,250,24,,,,,165,33,,,,,,,671,18,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,38
36,37,5432,7189,,,,,,,,,,,341,9,,,8,2,,,,,,,,,,,,,,,,,,,30,16,,,,,59,4,,,,,,,,,12,40,,,,,,,,,,,,,,,347,74,,,,,,,,,,,2264,56,,,1587,19,,,,,229,8,32,43,,,,,170,83,,,,,,,,,,,,,,,,,20,3,,,,,130,17,137,3,,,,,,,,,,,,,,,,,425,5,,,,,,,,,248,42,147,50,,,,,,,,,,,,,30,30,,,,,,,,,,,,,47,1,,,,,34,8,,,,,,,,,25,5,,,17,3,,,,,,,,,,,,,,,141,39,11,10,29,26,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,11,,,,,118,20,,,,,162,2,,,92,2,,,132,5,,,,,,,,,,,,,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,63
37,38,2381,7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,,,,,,,,,,,,,,,34,373,,,,,,,,,,,6520,21,,,408,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,2921,7091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,63,,,,,,,,,,,,,,,602,52,,,,,,,,,,,4066,33,,,,,,,,,,,,,,,,,177,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,14,,,,,,,,,,,,,72,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,2398,7077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30,412,64,,,,,,,,,,,5267,28,4,27,184,54,,,,,,,24,49,,,,,468,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,97,196,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,44,,,,,,,,,,,,,,,,,,,,,,,,,55,47,,,,,,,,,,,,,203,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,50,,,,,,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,1917,6789,,,,,,,,,,,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,32,,,,,,,20,42,,,,,62,16,459,60,,,,,,,,,,,3746,36,5,21,322,42,,,5,11,233,7,14,67,,,,,452,43,,,,,,,,,,,,,,,,,,,,,,,80,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,58,,,,,,,,,,,,,,,20,36,,,,,,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,8,,,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,56,,,,,,,,,,,,,,,,,,,,,9,22,,,,,,,,,,,,,52,37,,,,,,,,,,,,,,,,,,,,,,,,,,,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,48
41,42,2407,6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,230,,,,,,,,,,,6500,22,,,135,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,2399,6396,,,,,,,,,,,53,20,,,,,,,,,,,9,6,,,,,,,,,,,19,18,,,,,,,,,9,7,,,,,45,12,,,,,,,26,35,,,,,,,253,94,,,,,,,40,12,,,2650,51,7,15,1182,23,,,,,18,19,19,57,,,,,206,70,,,,,,,,,,,,,,,,,,,,,,,97,22,,,,,,,,,,,39,29,,,,,,,,,,,,,,,,,181,53,339,32,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,51,,,,,,,,,,,5,7,,,,,,,,,,,,,65,43,,,,,136,36,,,,,19,13,473,25,,,,,,,,,,,,,,,,,,,6,5,13,20,,,,,,,,,,,,,19,62,,,,,,,,,,,,,,,,,,,,,64,16,,,,,17,33,,,,,,,,,111,10,,,,,,,,,,,,,,,,,,,,,,,172,34
43,44,36218,6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,79,,,,,,,39,29,,,,,12,46,1513,22,,,,,,,,,,,3226,45,,,48,104,,,,,,,31,44,,,,,274,58,,,,,,,,,,,,,,,,,,,,,,,21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,93,789,24,,,,,,,,,,,,,9,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,43,,,18,29,,,,,,,,,,,,,,,,,,,,,47,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50
44,45,1602,6340,,,,,7,2,,,,,57,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,36,,,,,,,,,,,,,32,25,486,57,,,,,,,,,,,4311,32,4,26,352,40,,,,,,,,,,,,,168,84,,,,,,,,,,,,,,,,,,,,,,,50,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,56,,,,,,,,,,,,,,,,,,,,,,,,,106,33,,,,,102,37,,,,,,,302,32,,,,,,,,,,,,,,,,,,,4,6,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,45
45,46,1111,6139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,20,,,,,,,,,,,,,,,851,35,,,,,,,64,8,,,3612,39,,,645,31,,,,,,,,,,,,,118,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,2086,6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,38,,,,,,,,,,,668,139,,,1220,22,,,,,,,,,,,,,56,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,64,1281,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,22,,,,,,,649,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,17
47,48,2281,5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,3197,46,,,1826,14,,,,,,,,,,,,,395,49,,,,,,,,,,,,,,,,,,,,,,,46,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,30549,5816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,61,,,,,,,23,38,,,,,13,44,571,54,,,,,,,,,,,3711,37,,,323,41,,,1,19,,,,,,,,,262,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,51,,,,,,,,,,,,,,,,,195,50,209,43,,,,,,,,,,,,,51,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,40,,,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,188834,5612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,31,,,,,,,,,,,3862,34,,,,,,,,,,,,,,,,,560,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,1269,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,17,,,,,,,,,,,2404,55,,,,,,,,,,,520,6,,,,,77,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,9209,5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,,,,,,,,27,29,786,37,,,,,,,,,,,3159,48,,,117,71,,,,,3,27,92,27,,,,,9,381,,,,,,,,,,,,,,,,,,,,,,,43,34,,,,,,,,,,,13,45,,,,,,,,,,,,,,,,,197,49,123,58,,,,,,,,,,,,,9,63,,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,32,5,16,86,11,,,,,,,,,,,,,,,,,,,,,153,29,,,,,,,,,,,,,237,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,32,,,,,,,,,,,,,18,14,,,,,,,,,,,,,,,,,,,,,,,14,21,,,,,,,,,,,,,,,,,,,,,,,,
52,53,483,5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64,,,,,,,24,36,,,,,12,45,192,109,,,,,,,,,,,3573,41,2,37,87,83,,,,,,,22,51,,,,,317,54,,,,,,,,,,,,,,,,,,,,,,,20,46,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,166,56,278,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,61,,,14,35,,,,,,,,,,,,,,,,,,,,,19,80,,,,,52,46,,,,,,,81,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,57,,,,,,,,,,,,,,,,,,,,,41,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,53
